HCIid	drug	fit_GR	fit_rel_cell	experiment	concentration_points	ctrl_cell_doublings	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR	flat_fit_GR	IC50	Emax	AUC	EC50	Einf	h	r2_rel_cell	pval_rel_cell	flat_fit_rel_cell
11971	4u8c	sigmoid	sigmoid	11971 4u8c	8	1.38826960526184	54.4471174810156	0.536828242750753	0.0725472125432448	135.037919280356	-1	1.20949156503822	0.432678237525417	2.33729078227629e-08	NA	109.154706561039	0.725664622787034	0.956669970634839	109.154706561039	0	1.24894098830638	0.459538507028574	5.19645839441912e-09	NA
11971	abemaciclib	sigmoid	sigmoid	11971 abemaciclib	8	1.38826960526184	2.28411174121779	-0.954770220396179	0.48797263581469	4.25249506959266	-1	1.76759711741823	0.868519311494295	4.83861489792829e-28	NA	2.65275211768312	0.00457887133161346	0.726896268406474	2.65275211768312	0	0.848878555296398	0.828778952093717	1.73888824401473e-24	NA
11971	adavosertib	sigmoid	sigmoid	11971 adavosertib	8	1.38826960526184	0.448328675729996	-0.818929033363892	0.650371132849221	0.543671375143155	-0.811202452606987	5	0.971951791068563	7.67466007070579e-49	NA	0.523855178111637	0.042643761976304	0.645503630096884	0.513220597767846	0.0487323621753708	5	0.9565719077178	5.9005611056574e-43	NA
11971	amg232	sigmoid	sigmoid	11971 amg232	8	1.38826960526184	3.06081070155111	-0.977644363020016	0.43259985472031	4.65337954766483	-0.98288962359887	2.59513888360911	0.95969897611981	5.81833169882185e-44	NA	3.85811696882489	0.00143731615933759	0.767172309399579	3.85766495652983	0.00017842678270716	3.04626192129603	0.963103580469631	3.77147242988683e-45	NA
11971	amg337	sigmoid	sigmoid	11971 amg337	8	1.38826960526184	59.9996919377143	0.611156430501113	0.0460019642019989	111.321922097775	-1	1.7774402121898	0.539157431579442	3.71646665868745e-11	NA	91.2057752900432	0.747371773609413	0.969407107834547	91.2057752900432	0	1.80688533350905	0.532440750575323	5.82017758981534e-11	NA
11971	azd0156	sigmoid	sigmoid	11971 azd0156	8	1.38826960526184	1.44305702171434	-0.945837300026258	0.464653333567513	3.26859326129985	-1	1.34371061067724	0.945812854768521	5.63357934333663e-40	NA	2.37678538907463	0.00515872295654299	0.739286044769791	2.37678538907463	0	1.42703386528907	0.949960247993829	4.77276014462871e-41	NA
11971	birinapant	sigmoid	sigmoid	11971 birinapant	8	1.38826960526184	0.0018024849741316	-0.781980945948958	1.12255769947244	0.00827082782225779	-0.671650886875603	0.558925334437691	0.782688550139511	2.81553473494337e-21	NA	0.00705617273016186	0.0463860814989242	0.356834283262493	0.00491609359277292	0.0976200609538992	0.601046499942522	0.712625584985985	1.62888756079681e-17	NA
11971	bortezomib	sigmoid	sigmoid	11971 bortezomib	8	1.38826960526184	0.0550884781255111	-0.963262435885564	0.973299308563729	0.103215576352557	-0.965534931334419	1.71269810387536	0.968175042998652	3.85303178873595e-47	NA	0.0831898102622964	0.00371679672544656	0.483629305752123	0.0831898102622964	0	1.58291431589467	0.95913418672233	8.95704045303329e-44	NA
11971	cabozantinib	sigmoid	sigmoid	11971 cabozantinib	8	1.38826960526184	Inf	0.712057512702047	0.0796241701975129	4.1239870617123	0.707528596493891	1.93141696600959	0.306102531424977	1.20269193060665e-05	NA	Inf	0.838052495535385	0.95132547311817	3.86761454594467	0.830753418854514	1.530630334925	0.283154427662478	3.29756846215605e-05	NA
11971	carboplatin	sigmoid	sigmoid	11971 carboplatin	8	1.38826960526184	17.6324087420559	0.161501293758018	0.139702445101133	85.2091975334937	-1	0.697367446797568	0.85466071725358	1.08111872849315e-26	NA	48.8097038288646	0.477142482787891	0.906666547730631	48.8097038288646	0	0.675683054098879	0.784719804371752	2.10439112512522e-21	NA
11971	cb839	sigmoid	sigmoid	11971 cb839	8	1.38826960526184	23145.1484593289	0.62777512779612	0.178456328406483	69.7856376825735	0.31317840286973	0.169613184887084	0.137540028603896	0.0101837417647752	NA	Inf	0.763559647130808	0.884745664682224	83.1747623514443	0.558383466086431	0.163878218493182	0.127706016692646	0.0144726874898631	NA
11971	copanlisib	sigmoid	sigmoid	11971 copanlisib	8	1.38826960526184	0.131052990241497	-0.564517237276773	0.643208729070096	0.237076367132778	-0.497834281461303	1.1656575007445	0.935852243123269	1.05347858230662e-37	NA	0.26687966552931	0.133825655717043	0.627029033180052	0.190981009134057	0.163056946385219	1.17951585774109	0.923565935740557	2.4093258850326e-35	NA
11971	crizotinib	sigmoid	sigmoid	11971 crizotinib	8	1.38826960526184	2.53671109258478	-0.993510524532653	0.412428589705998	3.58962500725654	-0.994352768709785	3.153529657322	0.984106535319182	1.72892444768432e-56	NA	3.05163026859045	0.000233741013938248	0.782424491124708	3.05163026859045	0	3.39692925932483	0.969390798306326	1.15189288469343e-47	NA
11971	dabrafenib	flat	flat	11971 dabrafenib	8	1.38826960526184	Inf	0.968069254227414	0.00609285469359238	0	0.968069254227414	0.01	0.026074961002665	0.440850638193052	0.991928220411131	Inf	0.97758987483927	0.995540338420983	0	0.97758987483927	0.01	0.0299343870297968	0.389793333823345	0.994168638238163
11971	dasatinib	sigmoid	sigmoid	11971 dasatinib	8	1.38826960526184	11.8253874341567	-0.937812741644544	0.190023271662525	16.8085525916834	-1	3.12426052115691	0.969164007877459	1.44809051073698e-47	NA	14.5919830351053	0.0082334721020649	0.896715599087987	14.5919830351053	0	3.68713673883365	0.96663591648255	1.66592401719729e-46	NA
11971	dmso	sigmoid	sigmoid	11971 dmso	8	1.38826960526184	Inf	0.907049453391435	0.0682442986669712	4.45574738326975	0.812023377425591	0.146514442738244	0.0500796391999753	0.000283311529872824	NA	Inf	0.938496842189005	0.953415790105439	0.00542756192211705	0.93713985543717	3.82169882704579	0.0785309861094571	2.251318803602e-06	NA
11971	docetaxel	flat	flat	11971 docetaxel	8	1.38826960526184	-Inf	-0.869737177958043	1.82293748422356	0	-0.869737177958043	0.01	-2.3378174685007e-07	1	-0.809031837693252	-Inf	0.0249250253693805	0.0407578370722707	0	0.0249250253693805	0.01	-8.04232236362168e-11	1	0.0461506987545876
